Category,name,title,description,creator,youtube_url,template_url,date_posted,resource_url,id,category,,,,,,,,,,,,,,,,
Marketing & Advertising Automation,AI Agent Blueprint,Give Me 28 Minutes and I'll Completely Change the Way You Build AI Agents,"Cole Medin demonstrates a comprehensive AI agent system using a free n8n workflow template. The blueprint divides the agent into 7 key nodes—LLM, tool, control, memory, guardrail, fallback, and user input—arranged as an interdependent graph. This system handles dynamic reasoning, error fallback, and human-in-loop approvals, while integrating external services like BrightData and AirTable for real-time data access. It offers a robust, modular approach to automating complex AI tasks.",Cole Medin,https://www.youtube.com/watch?v=TV8SyEuSMIA,https://drive.google.com/file/d/1fzLIcpW45xlkY6zVpDcs4Qk8wGPEWGF0/view?usp=drive_link  https://drive.google.com/file/d/1op5NDt8lE19Y_q1I_8226a72EkPwgBuN/view?usp=drive_link ,2025-05-12T00:00:33.000Z,https://github.com/brightdata/brightdata-mcp,TV8SyEuSMIA
Marketing & Advertising Automation,Faceless Shorts Workflow,This AI System Creates & Posts Faceless Shorts 24/7 (free n8n template),"This system automates the creation, rendering, and posting of AI-generated faceless shorts across YouTube, Instagram, and TikTok. It features AI agent prompt generation for scene creation, image processing via PI API, video assembly with Creatomate, data handling through Google Sheets, and scheduling via Blotato. Developed using n8n, Nate Herk provides a free template within his Skool community to get you started.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=jkEEVYFzT1U,https://drive.google.com/file/d/1XwPsOnmdx-ZJ1whhRBrCzuPIx2KwOIjK/view?usp=drive_link,2025-05-11T14:30:19.000Z,https://www.skool.com/ai-automation-society/new-video-i-built-a-viral-shorts-machine-for-075-using-ai,jkEEVYFzT1U
Marketing & Advertising Automation,API Agents Workflow,APIs for AI Agents: The Only Beginner's Guide You'll Ever Need (n8n),"In this video, Nate Herk demonstrates how to build an AI agent workflow inside a no-code automation platform by integrating external APIs via HTTP requests. The tutorial explains in detail how to set up native integrations and manually configure HTTP requests using curl commands, JSON body parameters, and header authentication. It covers integration with services like Open Weather Map, Perplexity, and Tavi, clarifying error responses and best practices. Free resources for setting up this system are provided via his free community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=qZkX_gIlwsY,https://drive.google.com/file/d/1hXgATSqAxf_J62Qgm0XdkgQAm_jeE_R6/view?usp=drive_link,2025-05-10T14:12:06.000Z,https://www.skool.com/ai-automation-society/new-video-apis-for-ai-agents-the-only-beginners-guide-youll-ever-need-n8n,qZkX_gIlwsY
Marketing & Advertising Automation,24/7 AI Sales Assistant,I Built a 24/7 AI Sales Assistant (Free Download Inside),"This comprehensive workflow by Nolan Harper uses n8n to deliver a 24/7 AI sales assistant tailored for automating lead capture and personalized follow-up. The system integrates Google Sheets for CRM data management, HTTP nodes to invoke the Tavi API for real-time company research, and advanced AI agents (using GPT-4) to generate custom email subjects, persuasive email bodies, and SMS messages. It also leverages testimonial data and filtering techniques for optimal sales engagement. A free template is available via the AI Automation Vault.",Nolan Harper | Ai Automation,https://www.youtube.com/watch?v=1XPu71Hw_ck,https://drive.google.com/file/d/1S9X2BA_VdqYU8WuCV_ScQTlL-7HVLUXm/view?usp=drive_link,2025-05-09T20:58:42.000Z,https://www.skool.com/ai-automation-vault/classroom/69b7bb57?md=859eeb89deab4a05a77de17ee5afe5f9,1XPu71Hw_ck
Marketing & Advertising Automation,Human-In-The-Loop Automation,The Secret to Making AI Agents 100% Reliable - Human in the Loop (n8n),"This system automates a human-in-the-loop workflow for approving AI-generated social media content using a no-code environment. It integrates Telegram as the communication channel, utilizes a content creation agent powered by GPT-4.1 along with Tavly search for real-time research, and employs dynamic set nodes for iterative revisions. Built by Nate Herk, the system supports both yes/no approvals and free-text feedback for revisions. A free template to replicate this workflow is available in his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=CdnR-fNVPKI,https://drive.google.com/file/d/1f5W6h6lIphgulyZwwcuhKqSQzFCtE0P8/view?usp=drive_link,2025-05-08T23:59:04.000Z,https://www.skool.com/ai-automation-society/new-video-the-secret-to-making-ai-agents-100-reliable-in-n8n,CdnR-fNVPKI
Marketing & Advertising Automation,Contextual RAG,The EASIEST Possible Strategy for Accurate RAG (Step by Step Guide),"Cole Medin's workflow showcases a robust RAG system enhanced with contextual retrieval. The system uses Google Drive triggers, custom JavaScript for text chunking, and an additional LLM call (using cost‐efficient models like GPT 4.1 nano with prompt caching) to prepend context to each chunk. Embedded in a Neon serverless Postgres (or similar vector database), this design improves document retrieval accuracy for AI agents. The free template is available via GitHub.",Cole Medin,https://www.youtube.com/watch?v=z_LGan-t2Mo,https://drive.google.com/file/d/1Reoo3rAtAujEFVusHNbReSVE67CZuoFq/view?usp=drive_link  https://drive.google.com/file/d/1nGKHGNI94SkBdY5iS0zI4V1WfYAqfpRK/view?usp=drive_link  https://drive.google.com/file/d/1oy8QHnbYx8IkBXuyf1F3LvmYlREm_yYA/view?usp=drive_link  https://drive.google.com/file/d/1yebfm_KFgJnCctuT4hyq3G4EZ_qXFQkq/view?usp=drive_link ,2025-05-08T00:00:55.000Z,https://github.com/neondatabase-labs/mcp-server-neon,z_LGan-t2Mo
Marketing & Advertising Automation,LinkedIn Lead Automation,Hijack Viral LinkedIn Posts (No Cold DMs),"This system automates LinkedIn lead generation using a no‑code workflow that scrapes comments from viral posts and enriches contact data in Airtable. It incorporates API scrapers to fetch post details and profile information, applies LLM-based qualification for lead intent, and generates personalized DMs. Built entirely in an n8n framework by MagicOps AI, the system streamlines high intent lead capture, ensuring efficient and tailored outreach.",MagicOps AI,https://www.youtube.com/watch?v=JftnNwvagKA,https://drive.google.com/file/d/1eg3xhPiyj_95ipMDgf4om9T-HWMysO18/view?usp=drive_link,2025-05-06T13:15:03.000Z,https://gumroad.com/d/d8fbd1284e4b751321ec79c716ae45d8,JftnNwvagKA
Marketing & Advertising Automation,AI Content Idea Generator,"1,200+ Content Ideas Per Day with AI (Free Template)","This workflow automates content ideation by scraping YouTube comments via an HTTP request to an Appify actor, then processing them with AI nodes using OpenAI models. It filters and extracts comments containing content ideas, performs real-time research via a Tavi integration, and finally updates the results in Google Sheets. Built entirely in n8n with robust JSON data handling and API integrations, this free template is created by Nolan Harper.",Nolan Harper | Ai Automation,https://www.youtube.com/watch?v=Xno2IGHfSDo,https://drive.google.com/file/d/1bLDkLPbiK11yjYvcUWxLTVGZZyiHg2gM/view?usp=drive_link,2025-05-05T16:00:59.000Z,https://www.skool.com/ai-automation-vault/classroom/69b7bb57?md=90be61bf22fb45479c8f8350ab758572,Xno2IGHfSDo
Marketing & Advertising Automation,Deep Cold Email Outreach,I Deep-Personalized 1000+ Cold Emails Using THIS AI System (FREE TEMPLATE),"In this video, Nick Saraev demonstrates a comprehensive workflow that automates the personalization and sending of 1000+ cold emails using a free AI system built in n8n. The setup integrates tools like Apollo for lead data, Apify for scraping, Instantly for email delivery, and Google Sheets for data management. It employs HTTP requests, HTML extraction, markdown conversion, and OpenAI's GPT-4.1 to generate highly tailored icebreakers, making it an end-to-end, robust cold email automation system.",Nick Saraev,https://www.youtube.com/watch?v=oAWe5wFwHlo,https://drive.google.com/file/d/1mEJe6n3ohryVRm58sCBqfO5kyh-r49fb/view?usp=drive_link,2025-05-05T07:11:46.000Z,https://leftclicker.gumroad.com/l/jdvzm,oAWe5wFwHlo
Marketing & Advertising Automation,Marketing Automation Agent,This marketing agent automates EVERYTHING (free n8n template),"Rory Ridgers presents a free template for a marketing automation AI agent built in n8n. This workflow scrapes Google via Tavi and Instagram via Ampify to gather current social media and news data. Multiple LLM agents are used to summarize content, plan blog posts and social media updates, generate images through a GPT image generation API, and update results to Google Sheets and Google Drive. The system also includes integration with a custom web hook interface via Commonous Agents.",Rory Ridgers,https://www.youtube.com/watch?v=7TUPVDIcD3k,https://drive.google.com/file/d/1pLK1tuB8EOPLEeGIshFrlXGJFffduwVx/view?usp=drive_link,2025-05-04T20:36:54.000Z,https://commonous.com/templates/403904d2-4984-4636-a53d-1caf829f5082,7TUPVDIcD3k
Marketing & Advertising Automation,Agent Tracking System,How I Auto Track AI Agent Actions and Token Usage (n8n tutorial),"This system provides a comprehensive workflow to track AI agent actions and token usage within an n8n setup. The tutorial details how to log initial inputs, intermediate steps, API calls, tool integrations (such as sending emails, retrieving contacts), and error handling into a Google Sheet using JavaScript nodes. Creator Nate Herk explains both the success and error branches, detailing cost calculations and observability, and offers a free downloadable JSON template via his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=vVdS-ZEFf50,https://drive.google.com/file/d/10WibhA7rvZoFvyS3ywOK9xy9dRJvXK_p/view?usp=drive_link,2025-05-03T18:51:28.000Z,https://www.skool.com/ai-automation-society/new-video-how-i-auto-track-ai-agent-actions-and-token-usage-n8n-tutorial,vVdS-ZEFf50
Marketing & Advertising Automation,Carousel & Slides Automation,This n8n AI Agent will AUTOMATE your Carousels and Slideshows 🍄,"This system automates the creation and posting of carousels and slideshows for various social media platforms. It uses a fully configured workflow in n8n, featuring an AI agent powered by ChatGPT for generating quotes and image prompts, and integrates with the Blotato API to generate and publish content. The automation supports scheduling, structured output parsing, and multi-platform publishing including Instagram, TikTok, Twitter, and more. Creator Sabrina Ramonov offers a free template for direct import.",Sabrina Ramonov 🍄,https://www.youtube.com/watch?v=Ev3xBsldyBk,https://drive.google.com/file/d/1ScC7DzKkVN8nLUzBuf7gNedagumbCXne/view?usp=drive_link,2025-05-03T18:10:35.000Z,https://www.sabrina.dev/p/this-ai-agent-automates-slideshows-and-carousels,Ev3xBsldyBk
Marketing & Advertising Automation,Proposal Generator,My $27K/m Ai Proposal System in n8n (Free Template),"In this video, Nolan Harper demonstrates a comprehensive AI-driven proposal generator system. The workflow automates the creation of personalized sales proposals by using form triggers (via JotForm), Google Drive for template management and file conversion, and OpenAI for transcribing sales call recordings and generating dynamic content. The system integrates multiple nodes in n8n to seamlessly pull data, update documents, and send PDF proposals, all available with a free template.",Nolan Harper | Ai Automation,https://www.youtube.com/watch?v=FTaTMj0u0II,https://drive.google.com/file/d/1RFt5KLTFdzjIuhCWJ3SsxVMFNYK2Voi5/view?usp=drive_link,2025-05-02T17:25:04.000Z,https://www.skool.com/ai-automation-vault/classroom/69b7bb57?md=157ad4e2cb374a40b6985ebd9b0973a4,FTaTMj0u0II
Marketing & Advertising Automation,Google Map Scraper,Scrape Unlimited Leads WITHOUT Paying for APIs (99% FREE),"This system scrapes email leads from Google Maps using a free n8n workflow. It leverages HTTP request nodes for fetching Google Maps search results, custom JavaScript with regex (reax) for parsing URLs and emails, and filtering nodes to remove unwanted domains and duplicates. The workflow also integrates loop and wait nodes to manage rate limits and extracts data from Google Sheets. Built by Nick Saraev, it provides a comprehensive, automated lead scraping solution.",Nick Saraev,https://www.youtube.com/watch?v=OroDNJl-pyc,https://drive.google.com/file/d/1Kxsl2-sbZGKPqY_X2nluN6aujuTqbcux/view?usp=drive_link,2025-05-01T03:13:25.000Z,https://gumroad.com/d/8da9e170307de246b96a0eec93ccba6d,OroDNJl-pyc
Marketing & Advertising Automation,Dynamic AI Agent Workflow,"This AI Agent Picks Its Own Brain (10x Cheaper, n8n)","Created by Nate Herk, this no-code system uses a Slack trigger to dynamically select the best large language model based on user input. The workflow routes tasks to free or cost-effective models (e.g., Gemini 2.0 Flash, GPT 4.1 Mini, Claude 3.7 Sonnet) via OpenRouter. It integrates logging with Google Sheets and employs Superbase for RAG-based document querying, optimizing performance and cost. Free template resources are available through the Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=gwCQF--cARA,https://drive.google.com/file/d/1bI39O_RM8Kq7F0zfWALQdW6DjITh6m3w/view?usp=drive_link,2025-04-30T18:54:47.000Z,https://www.skool.com/ai-automation-society/new-video-this-ai-agent-picks-its-own-brain-10x-cheaper,gwCQF--cARA
Marketing & Advertising Automation,LeadGen Outreach,Automate Lead Generation and Email Personalization in Minutes with n8n! (Free Template),"This workflow automates lead generation and personalized email outreach in a two-step process. It sources leads from Apollo via an HTTP actor (using Epifi) and filters, deduplicates, and maps data into Google Sheets before passing it to an AI agent powered by OpenAI for personalized email drafting. A schedule trigger controls email dispatch limits. Created by Mahmut Kasimoglu | AI Automation, the free template is available via his Skool community.",Mahmut Kasimoglu | AI Automation,https://www.youtube.com/watch?v=ZD2DlnuqCrA,https://drive.google.com/file/d/1ENxEyIhlHwtUCq5zyrCw6lDTFjksFlcz/view?usp=drive_link,2025-04-28T19:48:04.000Z,https://www.skool.com/business-ai-alliance/video-on-lead-generation-with-personalized-email-outreach-is-out,ZD2DlnuqCrA
Marketing & Advertising Automation,Product Videography,How I Automated Product Videography with AI (Step by Step n8n Tutorial),"This workflow automates product videography by capturing a product photo, title, description and email via a form trigger. The system uploads the image to Google Drive, then uses an AI agent (via OpenRouter with GPT-4.1) to generate a text image prompt. It processes the image with OpenAI's image edit API, converts the result and hosts it on ImageBB, and finally, uses the Runway API to generate a 10-second video before sending the outputs via Gmail. Created and demonstrated by Nate Herk, free template resources are available in his Skool community.",Nate Herk | AI Automation,https://www.youtube.com/watch?v=qV7xOEKEBDA,https://drive.google.com/file/d/1jtRDbCceuf1h6J52kU7lZJS8q1LKHusP/view?usp=drive_link,2025-04-28T18:56:18.000Z,https://www.skool.com/ai-automation-society/new-video-from-raw-photo-to-studio-ready-video-in-minutes-step-by-step-n8n-tutorial,qV7xOEKEBDA
Marketing & Advertising Automation,Cold Email Automation,"AI System Writes 10,000+ Personalized Cold Emails (Free Template)","This system is a no-code AI automation workflow for personalized cold email outreach. It scrapes prospect data using an Apollo integration, processes the data with HTTP and Google Sheets nodes, and employs an AI agent (via ChatGPT) to generate custom, human-like email icebreakers. The automation then sends the enriched leads into a cold email campaign using Instantly. Created by Nolan Harper, the template is available for free in his AI Automation Vault.",Nolan Harper | Ai Automation,https://www.youtube.com/watch?v=2Utdn12JSK4,https://drive.google.com/file/d/1SzkKEMV6mdMLltG_ZA7W0lT2lng7pszn/view?usp=drive_link,2025-04-28T17:18:16.000Z,https://www.skool.com/ai-automation-vault/classroom/69b7bb57?md=fc95cbb6156341fdb6508690124850c4,2Utdn12JSK4
